timeStamp;elapsed;label;responseCode;responseMessage;threadName;success;grpThreads;allThreads;URL;Latency;IdleTime;Connect
1,54E+12;25479;Get Página Inicial;200;OK;Thread Group 1-171;true;200;200;https://homologacao.ufms.br/siscad/;8465;0;8123
1,54E+12;26001;Get Página Inicial;200;OK;Thread Group 1-3;true;200;200;https://homologacao.ufms.br/siscad/;7829;0;7727
1,54E+12;25995;Get Página Inicial;200;OK;Thread Group 1-41;true;200;200;https://homologacao.ufms.br/siscad/;7512;0;7340
1,54E+12;25608;Get Página Inicial;200;OK;Thread Group 1-156;true;200;200;https://homologacao.ufms.br/siscad/;8271;0;8079
1,54E+12;26098;Get Página Inicial;200;OK;Thread Group 1-131;true;200;200;https://homologacao.ufms.br/siscad/;8629;0;8318
1,54E+12;26382;Get Página Inicial;200;OK;Thread Group 1-67;true;200;200;https://homologacao.ufms.br/siscad/;6567;0;6396
1,54E+12;26889;Get Página Inicial;200;OK;Thread Group 1-19;true;200;200;https://homologacao.ufms.br/siscad/;6580;0;6473
1,54E+12;27108;Get Página Inicial;200;OK;Thread Group 1-69;true;200;200;https://homologacao.ufms.br/siscad/;6530;0;6386
1,54E+12;26742;Get Página Inicial;200;OK;Thread Group 1-152;true;200;200;https://homologacao.ufms.br/siscad/;6198;0;6014
1,54E+12;27336;Get Página Inicial;200;OK;Thread Group 1-79;true;200;200;https://homologacao.ufms.br/siscad/;10271;0;9646
1,54E+12;27486;Get Página Inicial;200;OK;Thread Group 1-26;true;200;200;https://homologacao.ufms.br/siscad/;10447;0;9782
1,54E+12;26936;Get Página Inicial;200;OK;Thread Group 1-174;true;200;200;https://homologacao.ufms.br/siscad/;9908;0;9234
1,54E+12;27242;Get Página Inicial;200;OK;Thread Group 1-110;true;200;200;https://homologacao.ufms.br/siscad/;6472;0;6228
1,54E+12;27014;Get Página Inicial;200;OK;Thread Group 1-159;true;200;200;https://homologacao.ufms.br/siscad/;8809;0;8697
1,54E+12;27474;Get Página Inicial;200;OK;Thread Group 1-34;true;200;200;https://homologacao.ufms.br/siscad/;7387;0;7263
1,54E+12;26858;Get Página Inicial;200;OK;Thread Group 1-196;true;200;200;https://homologacao.ufms.br/siscad/;8528;0;8441
1,54E+12;27492;Get Página Inicial;200;OK;Thread Group 1-30;true;200;200;https://homologacao.ufms.br/siscad/;8470;0;8199
1,54E+12;27152;Get Página Inicial;200;OK;Thread Group 1-138;true;200;200;https://homologacao.ufms.br/siscad/;7454;0;7344
1,54E+12;27531;Get Página Inicial;200;OK;Thread Group 1-20;true;200;200;https://homologacao.ufms.br/siscad/;9140;0;9060
1,54E+12;26897;Get Página Inicial;200;OK;Thread Group 1-195;true;200;200;https://homologacao.ufms.br/siscad/;9804;0;9120
1,54E+12;26937;Get Página Inicial;200;OK;Thread Group 1-189;true;200;200;https://homologacao.ufms.br/siscad/;8408;0;8040
1,54E+12;27237;Get Página Inicial;200;OK;Thread Group 1-127;true;200;200;https://homologacao.ufms.br/siscad/;7123;0;7048
1,54E+12;27147;Get Página Inicial;200;OK;Thread Group 1-145;true;200;200;https://homologacao.ufms.br/siscad/;7407;0;7306
1,54E+12;26977;Get Página Inicial;200;OK;Thread Group 1-182;true;200;200;https://homologacao.ufms.br/siscad/;8353;0;8072
1,54E+12;27058;Get Página Inicial;200;OK;Thread Group 1-191;true;200;200;https://homologacao.ufms.br/siscad/;11135;0;10714
1,54E+12;27592;Get Página Inicial;200;OK;Thread Group 1-84;true;200;200;https://homologacao.ufms.br/siscad/;10285;0;9683
1,54E+12;27364;Get Página Inicial;200;OK;Thread Group 1-135;true;200;200;https://homologacao.ufms.br/siscad/;6266;0;6092
1,54E+12;27740;Get Página Inicial;200;OK;Thread Group 1-37;true;200;200;https://homologacao.ufms.br/siscad/;9014;0;8670
1,54E+12;28075;Get Página Inicial;200;OK;Thread Group 1-29;true;200;200;https://homologacao.ufms.br/siscad/;11740;0;11358
1,54E+12;27891;Get Página Inicial;200;OK;Thread Group 1-96;true;200;200;https://homologacao.ufms.br/siscad/;8874;0;8684
1,54E+12;27865;Get Página Inicial;200;OK;Thread Group 1-115;true;200;200;https://homologacao.ufms.br/siscad/;7300;0;7098
1,54E+12;28157;Get Página Inicial;200;OK;Thread Group 1-62;true;200;200;https://homologacao.ufms.br/siscad/;7433;0;7311
1,54E+12;28242;Get Página Inicial;200;OK;Thread Group 1-149;true;200;200;https://homologacao.ufms.br/siscad/;7266;0;6916
1,54E+12;28335;Get Página Inicial;200;OK;Thread Group 1-143;true;200;200;https://homologacao.ufms.br/siscad/;7043;0;6950
1,54E+12;29277;Get Página Inicial;200;OK;Thread Group 1-43;true;200;200;https://homologacao.ufms.br/siscad/;7413;0;7325
1,54E+12;28792;Get Página Inicial;200;OK;Thread Group 1-167;true;200;200;https://homologacao.ufms.br/siscad/;11201;0;10826
1,54E+12;29516;Get Página Inicial;200;OK;Thread Group 1-55;true;200;200;https://homologacao.ufms.br/siscad/;10473;0;9793
1,54E+12;29395;Get Página Inicial;200;OK;Thread Group 1-87;true;200;200;https://homologacao.ufms.br/siscad/;9031;0;8938
1,54E+12;30811;Get Página Inicial;200;OK;Thread Group 1-21;true;200;200;https://homologacao.ufms.br/siscad/;8947;0;8668
1,54E+12;30999;Get Página Inicial;200;OK;Thread Group 1-40;true;200;200;https://homologacao.ufms.br/siscad/;7542;0;7370
1,54E+12;30940;Get Página Inicial;200;OK;Thread Group 1-28;true;200;200;https://homologacao.ufms.br/siscad/;11618;0;11274
1,54E+12;30895;Get Página Inicial;200;OK;Thread Group 1-80;true;200;200;https://homologacao.ufms.br/siscad/;8628;0;8421
1,54E+12;31066;Get Página Inicial;200;OK;Thread Group 1-54;true;200;200;https://homologacao.ufms.br/siscad/;8979;0;8734
